temperature_2m_C,humidity_2m_%,sea_level_pressure_hPa,precipitation_mm,snowfall_mm,cloud_cover_%,high_cloud_cover_%,mid_cloud_cover_%,low_cloud_cover_%,shortwave_radiation_Wm2,wind_speed_10m_ms,wind_direction_10m_deg,wind_speed_80m_ms,wind_direction_80m_deg,wind_speed_900mb_ms,wind_direction_900mb_deg,wind_gust_10m_ms,angle_of_incidence_deg,zenith_deg,azimuth_deg,power_generated_kW
4.86,85,1021.7,0.0,0.0,100.0,0,0,100,251.87,13.32,360.0,13.32,360.0,12.6,360.0,16.56,9.03,53.14,179.31,325.59
5.15,78,1023.0,0.0,0.0,100.0,75,97,100,338.2,15.27,351.87,16.3,353.66,14.87,353.05,17.28,16.49,54.77,197.3,689.46
6.12,72,1021.9,0.0,0.0,100.0,2,100,70,492.17,14.56,351.47,15.23,353.21,14.11,354.14,15.84,30.17,59.65,213.74,455.78
7.2,65,1021.1,0.0,0.0,100.0,0,100,0,543.79,14.35,342.47,14.69,342.9,13.66,341.57,14.4,44.53,67.01,227.83,1116.08
8.0,59,1020.4,0.0,0.0,100.0,0,100,14,486.83,13.44,339.62,14.0,342.03,12.98,340.56,14.76,59.19,76.2,239.97,188.75
7.65,58,1019.7,0.0,0.0,50.0,0,50,9,328.41,15.32,336.45,16.12,336.3,14.99,335.9,25.56,71.21,84.52,248.79,7.36
-1.3,94,1030.5,0.1,0.49,100.0,0,0,100,32.93,36.45,20.22,41.74,23.91,36.57,20.75,51.48,45.66,67.48,130.97,16.75
-0.05,88,1031.2,0.0,0.35,100.0,0,0,100,147.74,40.9,27.24,44.65,29.46,41.23,28.13,52.2,31.18,59.87,144.98,747.95
1.07,79,1031.4,0.0,0.0,54.0,0,0,54,219.83,45.23,33.31,48.43,34.4,45.13,33.94,54.36,17.29,54.72,161.31,896.17
2.05,74,1030.6,0.0,0.0,40.0,0,0,40,293.7,48.13,34.64,51.56,35.91,48.25,35.59,50.76,8.73,52.79,179.32,1299.97
3.5,66,1030.4,0.0,0.0,100.0,0,0,100,404.95,52.78,36.4,56.09,36.65,52.99,36.71,50.04,16.33,54.44,197.42,2501.34
3.93,61,1030.7,0.0,0.0,10.0,0,0,10,458.35,53.07,36.17,56.67,36.21,53.86,36.03,51.84,30.11,59.34,213.93,2067.46
4.53,60,1030.5,0.0,0.0,5.0,0,0,5,460.13,52.07,37.98,54.82,38.6,52.29,38.29,54.72,44.58,66.78,228.13,402.96
4.39,62,1030.4,0.0,0.0,5.0,0,0,5,529.55,49.93,38.85,52.74,38.9,49.93,38.85,47.88,59.19,75.95,240.22,31.68
4.17,64,1031.3,0.0,0.0,100.0,0,0,100,397.83,47.02,37.22,50.33,37.44,46.51,37.14,47.52,73.02,85.57,250.31,6.76
-2.92,95,1036.6,0.0,0.0,100.0,0,0,100,0.0,11.54,3.58,11.84,19.54,10.8,360.0,16.92,60.37,76.57,118.72,81.05
-2.79,94,1037.3,0.0,0.0,100.0,0,0,100,32.04,7.99,352.23,7.52,16.7,7.28,351.47,12.96,45.57,67.16,130.8,214.28
1.66,68,1036.7,0.0,0.0,100.0,0,36,100,189.57,4.21,340.02,3.67,11.31,4.1,344.74,11.16,31.09,59.55,144.82,388.7
6.84,51,1035.1,0.0,0.0,45.0,0,45,0,387.15,0.72,360.0,0.72,90.0,0.0,180.0,6.12,17.12,54.38,161.22,503.08
7.41,51,1034.1,0.0,0.0,0.0,0,0,0,514.42,5.12,129.29,6.13,130.24,5.35,132.27,10.8,8.42,52.44,179.34,428.1
5.64,48,1033.1,0.0,0.0,100.0,0,100,100,446.78,7.7,52.59,8.09,57.72,8.29,55.62,9.72,16.18,54.1,197.54,650.36
2.89,66,1032.8,0.0,0.0,100.0,0,100,100,279.46,8.64,90.0,9.36,90.0,9.37,87.8,10.8,30.05,59.04,214.12,751.18
1.22,92,1034.0,0.4,0.49,100.0,0,100,100,129.05,6.95,111.25,7.57,115.35,6.03,107.35,10.8,44.56,66.5,228.37,715.05
2.12,90,1032.8,0.5,0.63,100.0,0,100,100,113.03,10.32,119.25,10.99,121.61,9.51,119.48,15.84,59.2,75.7,240.48,245.03
3.47,80,1031.5,0.2,0.0,100.0,0,100,100,143.29,14.02,119.2,15.99,121.18,14.34,118.5,17.64,73.12,85.4,250.63,21.34
-1.56,95,1034.9,0.0,0.0,0.0,0,0,0,0.0,16.62,175.03,31.61,165.49,14.42,177.14,27.0,60.34,76.3,118.48,729.91
0.47,88,1034.3,0.0,0.0,0.0,0,0,0,51.62,14.83,174.43,28.04,167.39,10.85,174.29,24.12,45.56,66.88,130.56,1783.83
3.92,71,1034.0,0.0,0.0,0.0,0,0,0,228.73,17.73,167.09,20.08,165.47,16.77,165.07,22.68,31.0,59.22,144.66,2390.09
5.24,63,1032.5,0.0,0.0,0.0,0,0,0,393.38,19.05,157.8,19.86,157.62,18.25,157.99,17.64,16.95,54.03,161.14,2804.8
6.5,58,1030.7,0.0,0.0,0.0,0,0,0,524.21,16.42,154.0,16.9,153.43,15.94,154.59,14.4,8.11,52.09,179.37,2961.93
8.18,50,1029.4,0.0,0.0,0.0,0,0,0,606.98,11.28,163.3,11.62,163.81,10.83,164.58,11.52,16.04,53.76,197.67,2867.34
9.02,48,1028.8,0.0,0.0,0.0,0,0,0,637.24,5.19,146.31,5.5,148.39,5.15,155.22,6.48,30.0,58.73,214.32,2584.37
9.74,46,1027.4,0.0,0.0,0.0,0,0,0,611.43,3.6,53.13,3.55,66.04,3.08,69.44,3.24,44.55,66.23,228.61,2118.81
10.08,46,1026.4,0.0,0.0,0.0,0,0,0,532.22,8.53,27.65,8.4,30.96,7.59,31.43,5.76,59.21,75.46,240.74,680.9
9.88,50,1025.8,0.0,0.0,100.0,0,0,100,411.18,10.38,33.69,10.3,36.47,9.79,36.03,7.56,73.2,85.22,250.94,50.61
0.51,85,1025.7,0.0,0.0,100.0,71,100,0,0.0,8.67,221.63,9.79,252.9,11.21,222.4,9.0,60.31,76.02,118.25,564.36
3.07,77,1024.9,0.0,0.0,100.0,100,100,0,48.06,7.15,220.91,10.66,258.31,6.92,218.66,9.72,45.5,66.58,130.35,538.48
6.21,66,1023.7,0.0,0.0,100.0,100,100,0,170.88,6.64,257.47,7.99,262.23,6.29,256.76,9.36,30.91,58.89,144.49,946.53
7.87,59,1022.1,0.0,0.0,100.0,100,100,100,254.54,11.28,286.7,12.52,288.43,11.28,286.7,13.68,16.79,53.68,161.06,1643.15
7.74,58,1021.3,0.0,0.0,100.0,100,100,100,221.61,15.46,294.78,16.78,292.71,14.51,293.39,16.56,7.8,51.73,179.39,1484.14
8.21,47,1020.1,0.0,0.0,100.0,41,100,0,401.39,18.51,296.57,19.16,295.6,17.23,296.03,17.64,15.91,53.42,197.8,1133.07
7.62,52,1019.6,0.0,0.0,100.0,67,100,100,357.78,16.92,293.84,17.45,291.8,15.65,293.03,17.64,29.96,58.42,214.53,433.33
7.49,53,1018.9,0.0,0.0,100.0,0,100,100,275.01,14.49,284.38,14.69,281.31,13.28,282.53,17.28,44.54,65.95,228.86,320.21
7.85,53,1017.7,0.0,0.0,100.0,0,100,100,250.09,13.0,274.76,12.96,271.59,11.89,271.74,20.88,59.23,75.21,241.01,220.4
8.09,52,1016.6,0.0,0.0,100.0,0,59,100,306.16,13.85,294.57,14.24,290.73,12.77,291.5,20.52,70.96,83.36,249.62,0.26
1.79,95,1012.9,0.0,0.0,100.0,12,0,100,0.0,24.37,347.2,31.71,347.54,24.45,346.37,32.4,60.27,75.74,118.02,319.18
1.54,91,1013.4,0.0,0.0,100.0,10,0,100,52.51,23.8,342.39,29.97,343.96,23.59,344.05,32.04,45.45,66.28,130.14,776.39
2.22,79,1014.3,0.0,0.0,44.0,0,0,44,243.86,24.27,339.15,28.48,339.27,24.59,342.1,32.04,30.82,58.56,144.33,1343.01
3.6,69,1014.0,0.0,0.0,39.0,1,0,39,380.03,31.14,349.34,36.52,350.35,31.97,352.23,39.6,16.62,53.32,160.98,2648.75
3.99,66,1013.5,0.0,0.0,100.0,0,0,100,411.18,32.2,349.7,37.88,351.25,33.04,352.49,39.24,7.49,51.37,179.42,2977.09
6.8,61,1011.7,0.0,0.0,10.0,0,0,10,462.8,34.88,348.69,41.02,349.38,34.74,349.85,43.2,15.79,53.08,197.94,2955.76
7.08,51,1010.8,0.0,0.0,0.0,0,0,0,631.01,35.87,349.59,42.02,350.13,35.81,350.16,47.88,29.92,58.1,214.75,2161.04
6.69,51,1011.3,0.0,0.0,27.0,0,0,27,572.27,36.16,347.35,42.72,347.84,36.01,348.47,57.6,44.54,65.67,229.11,2151.03
7.05,49,1011.4,0.0,0.0,10.0,0,0,10,394.27,38.27,348.06,46.18,349.22,38.48,349.22,55.08,59.25,74.96,241.29,782.57
6.34,50,1011.6,0.0,0.0,17.0,0,0,17,329.3,36.22,349.7,44.15,350.61,36.46,350.91,57.6,73.76,85.13,251.83,56.48
5.74,52,1012.1,0.0,0.0,46.0,0,0,46,152.19,35.1,349.96,44.04,351.54,35.69,351.3,58.32,110.15,112.03,215.96,299.88
-2.85,92,1018.9,0.0,0.0,3.0,0,0,3,0.0,34.17,343.47,48.47,344.93,34.76,344.38,48.24,60.12,75.38,117.88,806.81
-1.8,85,1019.5,0.0,0.0,2.0,0,0,2,61.41,32.91,340.18,44.06,341.42,33.13,340.97,48.6,45.39,65.97,129.93,1810.51
0.21,72,1019.6,0.0,0.0,0.0,0,0,0,242.97,30.17,342.65,37.04,344.21,30.31,344.15,43.56,30.74,58.22,144.17,2434.81
2.31,60,1019.3,0.0,0.0,0.0,0,0,0,405.84,29.43,345.11,34.4,346.69,29.25,346.48,42.48,16.46,52.97,160.9,2796.0
3.99,50,1019.3,0.0,0.0,5.0,0,0,5,473.48,28.59,343.16,32.14,344.41,27.69,344.16,37.44,7.19,51.01,179.46,2949.88
6.68,59,1017.1,0.0,0.0,0.0,0,0,0,614.1,29.08,338.2,32.49,338.55,28.15,339.02,44.64,15.67,52.73,198.08,2881.91
7.82,57,1016.7,0.0,0.0,0.0,0,0,0,641.69,28.66,334.72,31.88,334.59,27.86,334.76,45.0,29.89,57.79,214.97,1416.08
8.77,57,1016.6,0.0,0.0,0.0,0,0,0,614.99,27.37,333.43,30.11,333.74,26.41,334.13,41.04,44.54,65.4,229.37,424.62
8.74,61,1016.1,0.0,0.0,100.0,0,0,100,490.39,25.46,331.26,29.48,331.56,24.97,331.59,39.6,59.27,74.72,241.56,97.65
8.18,68,1016.3,0.0,0.0,100.0,0,0,100,194.91,23.28,320.65,27.61,320.29,22.73,319.5,28.44,70.71,82.68,249.96,0.06
2.26,99,1018.0,0.0,0.0,100.0,0,33,100,0.0,18.72,292.62,29.22,292.46,20.99,292.17,28.44,60.2,75.17,117.55,66.97
3.6,87,1018.1,0.0,0.0,49.0,0,49,10,72.09,21.42,294.84,29.97,294.1,23.54,293.43,29.52,45.34,65.65,129.73,247.67
5.79,77,1017.5,0.0,0.0,32.0,0,32,0,254.54,21.9,297.41,25.46,298.74,21.43,299.15,28.8,30.65,57.88,144.01,329.82
7.93,71,1016.2,0.0,0.0,43.0,0,43,0,410.29,23.07,304.19,24.77,305.54,22.1,307.06,29.16,16.3,52.61,160.83,738.98
9.31,66,1015.6,0.0,0.0,3.0,0,3,0,533.11,26.67,301.76,30.07,301.79,26.26,303.25,33.48,6.88,50.65,179.5,1851.77
10.18,70,1015.8,0.0,0.0,19.0,0,0,19,611.43,29.35,293.11,33.9,292.48,28.41,292.34,37.44,15.57,52.38,198.23,1015.29
10.6,70,1015.0,0.0,0.0,100.0,0,0,100,604.31,28.04,294.26,32.06,294.55,27.23,294.19,37.08,29.87,57.48,215.19,219.26
9.65,74,1014.9,0.0,0.0,36.0,0,0,36,345.32,28.75,292.07,33.9,292.48,28.28,291.67,40.32,44.55,65.12,229.64,1059.06
9.69,69,1014.4,0.0,0.0,10.0,0,0,10,307.94,31.77,289.87,39.06,289.94,32.11,289.65,45.0,59.3,74.47,241.85,794.39
9.59,66,1014.2,0.0,0.0,100.0,0,0,100,308.83,35.23,291.58,43.32,291.45,35.1,291.04,51.12,73.86,84.69,252.41,44.84
7.68,71,1015.1,0.0,0.0,100.0,0,0,100,262.55,37.48,301.25,47.11,300.29,37.29,300.77,49.68,110.34,111.45,216.06,317.83
-1.29,91,1027.5,0.0,0.0,100.0,0,0,100,0.0,36.16,316.61,45.06,315.97,37.94,316.15,50.4,59.98,74.76,117.46,687.91
-0.96,92,1027.4,0.0,0.0,100.0,0,0,100,49.84,37.17,315.0,45.31,315.0,38.44,315.38,47.16,45.28,65.34,129.52,1602.88
0.74,80,1028.2,0.0,0.0,100.0,0,0,100,224.28,38.75,318.01,45.12,317.91,40.3,318.62,47.52,30.56,57.54,143.85,1379.75
1.93,74,1028.5,0.0,0.0,30.0,0,0,30,315.95,38.86,320.26,44.25,320.61,40.15,320.46,46.08,16.15,52.24,160.75,1215.96
3.57,68,1027.4,0.0,0.0,11.0,0,0,11,522.43,39.82,322.72,44.93,322.49,41.05,322.13,45.36,6.58,50.28,179.54,479.02
4.12,62,1028.0,0.0,0.0,10.0,3,1,10,470.81,39.19,321.34,42.34,322.25,35.79,323.59,45.0,15.47,52.04,198.38,1395.47
4.51,60,1027.5,0.0,0.0,10.0,0,0,10,322.18,38.12,320.75,41.77,321.65,34.92,322.54,44.64,29.85,57.16,215.42,1448.71
5.79,57,1027.3,0.0,0.0,100.0,0,0,100,292.81,40.57,318.96,44.48,320.25,37.61,320.83,47.52,44.56,64.84,229.91,323.26
5.42,59,1027.4,0.0,0.0,100.0,0,0,100,434.32,40.35,325.18,44.93,326.44,37.36,327.99,53.28,59.33,74.22,242.13,198.86
4.65,62,1027.8,0.0,0.0,100.0,0,10,100,171.77,38.9,329.4,44.3,331.35,36.22,333.43,50.76,73.79,84.39,252.63,43.09
-1.34,94,1035.1,0.0,0.0,100.0,0,0,100,0.0,31.34,317.33,39.19,321.34,27.33,319.81,43.2,60.13,74.59,117.09,88.5
-0.19,87,1034.9,0.0,0.0,100.0,0,0,100,63.19,32.6,316.79,38.81,319.51,29.87,319.4,44.28,45.22,65.02,129.31,289.35
1.33,81,1034.1,0.0,0.0,100.0,0,0,100,226.06,32.62,317.68,36.0,319.46,29.13,320.01,44.64,30.48,57.19,143.69,659.44
3.01,74,1034.5,0.0,0.0,57.0,0,0,57,404.95,32.35,317.25,34.95,318.76,30.11,318.88,44.28,16.0,51.88,160.68,750.74
4.53,70,1033.6,0.0,0.0,15.0,0,0,15,544.68,32.62,317.68,34.21,319.27,30.38,319.33,42.12,6.29,49.91,179.58,1409.43
7.07,67,1029.9,0.0,0.0,76.0,0,0,76,526.88,38.53,336.31,43.59,337.67,37.54,335.65,55.08,15.38,51.69,198.54,1964.58
8.28,59,1029.3,0.0,0.0,1.0,0,0,1,553.58,40.42,340.76,44.85,341.27,39.06,340.06,46.44,29.84,56.85,215.66,2458.36
8.44,61,1029.3,0.0,0.0,72.0,0,0,72,531.33,40.32,339.62,45.09,340.41,39.19,339.57,52.92,44.58,64.57,230.18,2154.27
9.58,55,1027.3,0.0,0.0,0.0,0,0,0,525.1,41.59,343.92,47.33,345.01,42.28,344.19,55.44,59.37,73.98,242.42,765.7
9.39,54,1026.7,0.0,0.0,0.3,1,0,0,433.43,40.08,345.96,46.71,346.18,40.86,345.72,55.08,72.88,83.47,252.26,30.36
1.92,94,1028.7,0.0,0.0,23.0,19,0,23,0.0,18.09,328.84,33.59,340.59,17.41,330.26,32.76,60.01,74.24,116.91,168.89
4.22,87,1028.3,0.0,0.0,16.0,35,7,16,83.66,18.85,331.48,27.42,336.8,17.24,331.29,34.56,45.16,64.69,129.1,721.25
6.87,75,1028.5,0.0,0.0,43.0,22,43,0,266.11,19.05,337.8,22.67,339.55,17.78,338.63,30.6,30.39,56.84,143.53,751.95
8.12,69,1026.3,0.0,0.0,31.0,31,31,0,421.86,22.35,345.07,24.88,345.76,21.13,346.2,27.72,15.85,51.51,160.61,2378.88
9.24,66,1025.8,0.0,0.0,36.0,23,36,0,546.46,22.73,349.05,23.86,348.69,20.9,349.08,27.36,6.0,49.54,179.63,1715.44
10.8,66,1026.3,0.0,0.0,100.0,100,100,0,442.33,23.71,318.08,26.22,315.56,22.92,316.27,28.8,15.31,51.34,198.71,860.72
11.32,61,1024.9,0.0,0.0,100.0,100,100,0,497.51,27.24,315.54,30.8,315.47,26.73,315.55,32.4,29.83,56.54,215.9,832.33
11.63,60,1024.3,0.0,0.0,100.0,100,100,0,495.73,27.29,323.58,30.68,324.07,26.57,324.37,33.12,44.6,64.29,230.46,241.88
11.8,59,1023.8,0.0,0.0,100.0,100,100,0,451.23,27.0,323.13,30.53,322.18,26.43,322.19,29.16,59.41,73.73,242.72,107.39
11.25,61,1023.1,0.0,0.0,100.0,100,100,10,403.17,28.37,324.29,32.77,324.39,27.58,324.03,35.28,74.03,84.04,253.31,44.71
0.95,95,1027.3,0.0,0.0,100.0,1,0,100,0.0,26.48,7.03,34.39,10.25,28.31,7.31,37.08,60.05,73.99,116.62,181.54
1.51,86,1028.1,0.0,0.0,100.0,10,0,100,46.28,30.09,21.04,34.23,22.25,31.49,22.17,41.04,45.11,64.37,128.89,399.23
1.69,70,1028.8,0.0,0.0,82.0,28,0,82,213.6,27.75,22.91,30.49,22.93,28.08,22.62,35.28,30.31,56.49,143.38,1003.21
2.82,63,1028.3,0.0,0.0,8.4,28,0,0,444.11,28.41,22.34,30.82,22.67,28.75,22.07,36.36,15.71,51.13,160.54,1730.19
3.9,58,1027.7,0.0,0.0,0.0,0,0,0,572.27,27.56,19.86,29.37,19.32,27.9,19.6,36.36,5.72,49.17,179.69,2653.32
6.46,56,1025.8,0.0,0.0,29.0,0,0,29,586.51,27.76,9.71,30.36,10.24,27.05,9.96,37.44,15.24,50.98,198.88,2857.6
7.28,51,1025.3,0.0,0.0,0.0,0,0,0,679.07,25.05,7.43,26.88,7.7,24.39,8.49,40.32,29.83,56.22,216.15,2689.29
7.86,48,1025.1,0.0,0.0,0.0,0,0,0,651.48,22.37,3.69,23.83,4.33,21.67,4.76,29.52,44.65,64.02,230.76,2190.0
8.0,47,1024.6,0.0,0.0,0.0,0,0,0,571.38,21.6,359.05,22.68,360.0,20.52,360.0,33.84,59.45,73.49,243.02,899.45
7.52,48,1024.4,0.0,0.0,100.0,0,100,0,405.84,20.53,357.99,21.97,358.12,19.44,358.94,24.84,74.09,83.83,253.62,68.44
7.39,48,1024.5,0.0,0.0,100.0,0,100,0,193.13,21.03,353.12,23.93,353.09,20.63,353.99,25.2,110.71,110.26,216.28,83.1
2.47,62,1027.2,0.0,0.0,100.0,23,0,100,0.0,13.78,303.27,19.59,306.03,15.38,302.57,21.24,59.88,73.6,116.47,412.24
4.1,61,1026.7,0.0,0.0,1.2,4,0,0,93.45,15.91,307.65,19.91,310.6,16.64,308.85,21.6,45.05,64.04,128.68,1377.18
6.63,71,1025.7,0.0,0.0,0.6,2,0,0,276.79,20.81,307.27,22.49,309.81,19.73,308.33,30.24,30.22,56.13,143.23,2016.12
8.01,65,1025.8,0.0,0.0,0.3,1,0,0,434.32,21.39,316.36,22.18,318.29,19.88,317.94,27.0,15.57,50.76,160.47,1978.02
9.88,60,1025.0,0.0,0.0,0.3,1,0,0,558.03,21.99,320.31,23.28,320.65,20.97,320.57,23.76,5.45,48.79,179.82,2559.25
12.26,54,1023.6,0.0,0.0,100.0,83,24,100,614.99,21.87,327.09,23.86,326.07,21.37,327.38,25.2,15.19,50.63,199.06,2767.16
12.2,55,1023.2,0.0,0.0,100.0,100,28,100,469.03,22.41,316.3,24.69,315.59,21.9,316.33,26.64,29.84,55.91,216.4,2061.64
13.37,58,1023.6,0.0,0.0,100.0,100,100,0,534.0,24.69,314.41,27.24,314.46,23.93,313.78,30.96,44.66,63.74,231.04,1623.8
13.29,62,1022.4,0.0,0.0,30.0,100,0,10,508.19,26.22,315.56,29.28,315.5,25.46,316.15,30.96,59.5,73.24,243.32,630.19
13.01,64,1022.4,0.0,0.0,28.2,94,0,10,426.31,25.5,311.57,29.6,311.05,25.26,310.96,31.68,74.15,83.61,253.93,134.72
12.35,67,1023.1,0.0,0.0,30.0,100,0,10,278.57,24.57,309.05,29.69,309.09,24.57,309.05,29.88,110.8,109.96,216.33,288.36
6.07,89,1025.9,0.0,0.0,100.0,0,100,100,0.0,10.99,301.61,17.97,302.74,12.48,303.23,18.0,59.84,73.29,116.24,758.64
7.43,84,1025.7,0.0,0.0,100.0,0,20,100,42.72,11.81,307.57,12.98,313.88,11.72,312.51,16.56,44.99,63.71,128.47,1210.5
10.23,71,1025.7,0.0,0.0,25.0,0,0,25,216.27,11.81,307.57,12.82,308.16,11.53,308.66,15.48,30.15,55.78,143.06,1167.54
12.88,58,1024.5,0.0,0.0,29.0,17,0,29,434.32,12.6,306.87,13.39,306.25,12.31,307.87,15.84,15.44,50.38,160.4,1355.67
14.75,48,1023.4,0.0,0.0,100.0,100,36,100,550.02,15.07,310.16,16.36,309.64,14.53,311.99,18.0,5.18,48.41,179.8,1745.5
14.9,51,1023.7,0.0,0.0,30.0,100,0,0,614.1,18.44,321.34,19.68,320.19,17.94,321.52,20.16,15.15,50.28,199.24,1377.05
15.62,51,1022.9,0.0,0.0,30.0,100,0,0,642.58,18.34,316.59,19.35,315.0,17.57,315.83,20.88,29.85,55.59,216.66,1995.2
16.28,52,1022.7,0.0,0.0,30.0,100,0,0,620.33,17.38,309.96,18.16,309.37,16.6,310.6,20.16,44.69,63.46,231.33,1535.17
16.57,53,1022.1,0.0,0.0,30.0,100,0,0,545.57,18.72,307.97,20.09,306.25,18.0,306.87,21.6,59.55,73.0,243.63,905.77
16.1,56,1022.2,0.0,0.0,30.0,100,0,0,429.87,21.39,306.1,23.77,305.13,20.88,305.88,22.32,74.22,83.4,254.24,86.76
14.78,64,1022.7,0.0,0.0,10.5,35,0,0,284.8,21.97,304.99,26.56,302.83,22.37,303.18,26.64,110.89,109.65,216.39,144.66
4.4,84,1026.6,0.0,0.0,1.0,0,1,0,0.0,9.69,254.93,20.32,277.13,13.0,265.24,23.4,59.8,72.98,116.0,734.3
6.79,76,1026.3,0.0,0.0,0.0,0,0,0,95.23,7.34,258.69,15.94,276.48,7.21,267.14,22.68,44.93,63.38,128.26,1543.79
11.78,60,1024.9,0.0,0.0,0.0,0,0,0,283.02,7.86,285.95,9.03,293.5,7.09,293.96,14.4,30.08,55.42,142.9,2325.07
14.83,45,1024.2,0.0,0.0,10.0,0,10,0,441.44,13.38,293.81,16.65,291.57,13.71,293.2,18.72,15.32,50.0,160.34,2678.95
16.24,40,1024.0,0.0,0.0,0.0,0,0,0,534.89,16.61,299.9,17.56,298.14,15.5,300.74,23.76,4.93,48.03,179.87,2850.31
16.71,50,1023.6,0.0,0.0,2.0,0,2,0,638.13,18.34,316.59,18.58,315.78,17.34,318.37,27.72,15.12,49.92,199.42,2484.52
16.95,51,1023.5,0.0,0.0,0.0,0,0,0,675.51,18.86,318.09,19.35,316.51,17.85,318.27,28.44,29.88,55.27,216.92,2129.89
17.0,49,1023.5,0.0,0.0,0.0,0,0,0,650.59,18.86,318.09,19.86,315.0,18.08,315.81,28.8,44.8,63.22,231.68,494.96
16.58,51,1023.2,0.0,0.0,92.0,0,92,1,555.36,19.37,318.01,20.36,315.0,18.58,315.78,25.92,59.6,72.76,243.94,415.21
15.8,53,1023.1,0.0,0.0,100.0,0,100,0,369.35,18.58,315.78,19.86,313.53,17.82,315.0,28.08,74.29,83.18,254.56,56.93
7.58,99,1024.1,0.0,0.0,63.0,0,0,63,0.0,3.1,215.54,4.83,206.57,3.89,213.69,6.48,59.88,72.76,115.67,158.8
8.37,92,1024.5,0.0,0.0,100.0,0,0,100,82.77,3.1,234.46,4.35,245.56,3.56,225.0,9.36,44.95,63.09,127.98,390.1
10.86,79,1024.5,0.0,0.0,36.0,0,10,36,275.9,2.28,341.57,2.1,329.04,2.1,329.04,8.64,30.0,55.06,142.74,745.79
13.38,68,1023.5,0.0,0.0,0.0,0,0,0,428.09,6.12,360.0,6.48,360.0,6.48,360.0,9.0,15.2,49.62,160.28,1905.43
14.96,62,1023.0,0.0,0.0,66.0,0,10,66,550.02,9.0,360.0,9.0,360.0,9.0,360.0,19.44,4.69,47.65,179.94,2529.12
15.81,61,1023.5,0.0,0.0,67.0,0,0,67,623.0,12.61,1.64,12.65,4.9,12.32,6.71,22.68,15.1,49.57,199.62,2227.01
14.62,72,1023.2,0.0,0.0,100.0,0,0,100,572.27,14.11,354.14,13.76,353.99,13.0,355.24,11.52,29.9,54.96,217.19,1586.97
14.77,68,1023.1,0.0,0.0,61.0,0,10,61,527.77,12.3,339.44,11.77,336.57,10.97,336.8,25.2,44.79,62.91,231.95,2164.84
16.19,54,1022.5,0.0,0.0,0.0,0,0,0,570.49,12.66,345.17,12.5,348.37,11.66,351.12,25.56,59.66,72.52,244.25,692.54
15.49,58,1022.1,0.0,0.0,24.0,0,0,24,453.01,14.8,341.57,14.8,341.57,14.0,342.03,28.44,74.48,83.05,254.96,89.37
3.63,92,1030.3,0.0,0.0,100.0,4,0,100,0.0,19.56,12.76,24.63,15.26,20.0,13.54,29.88,73.68,82.31,105.43,75.67
3.14,92,1031.9,0.0,0.0,100.0,0,0,100,0.0,22.35,14.93,28.58,19.12,21.66,15.42,26.64,59.71,72.36,115.53,313.16
3.43,88,1032.6,0.0,0.0,100.0,1,0,100,48.95,23.84,25.02,28.34,27.22,23.84,25.02,27.72,44.82,62.7,127.84,713.35
5.06,80,1033.0,0.0,0.0,100.0,0,0,100,243.86,23.77,32.01,27.06,33.06,23.77,32.01,28.08,29.93,54.69,142.58,1286.25
6.27,72,1032.9,0.0,0.0,0.0,0,0,0,458.35,21.49,31.29,23.47,32.47,20.87,32.32,26.28,15.09,49.24,160.21,1938.8
7.57,64,1032.4,0.0,0.0,26.0,0,0,26,601.64,21.92,29.51,23.71,30.07,21.92,29.51,25.56,4.46,47.27,180.01,3036.97
9.1,56,1031.8,0.0,0.0,0.0,0,0,0,680.85,25.32,29.85,28.09,30.84,25.5,30.55,31.32,15.1,49.21,199.81,2999.32
9.81,48,1030.9,0.0,0.0,0.0,0,0,0,713.78,24.15,26.57,26.41,27.61,23.83,26.95,30.96,29.94,54.64,217.47,2746.23
10.16,43,1032.0,0.0,0.0,0.0,0,0,0,687.97,25.28,28.02,28.04,29.2,25.77,28.35,34.2,44.83,62.64,232.24,2275.76
9.69,43,1031.1,0.0,0.0,0.0,0,0,0,606.09,27.11,30.31,30.19,30.85,27.11,30.31,32.76,59.72,72.28,244.57,996.77
8.71,44,1031.7,0.0,0.0,0.0,0,0,0,480.6,27.66,34.93,31.76,35.31,28.17,35.11,33.12,74.56,82.84,255.28,110.45
-3.9,94,1040.4,0.0,0.0,100.0,0,0,100,0.0,13.39,53.75,20.38,57.99,16.28,54.9,37.44,74.16,82.38,104.83,12.9
-4.23,94,1040.7,0.0,0.0,100.0,0,0,100,0.89,11.59,53.84,18.04,61.39,14.08,57.53,22.68,59.66,72.04,115.29,206.18
-2.53,78,1039.2,0.0,0.0,3.9,13,0,0,122.82,12.6,53.13,18.4,59.42,14.19,54.29,29.16,44.76,62.36,127.62,798.55
0.9,55,1038.7,0.0,0.0,3.6,12,0,0,322.18,18.36,48.18,21.44,49.09,19.88,47.94,22.68,29.86,54.33,142.42,1915.74
3.74,42,1036.3,0.0,0.0,1.2,4,0,0,490.39,16.64,51.15,18.16,50.63,16.87,50.19,23.4,14.98,48.85,160.15,2849.35
6.1,38,1033.8,0.0,0.0,0.3,1,0,0,619.44,14.06,50.19,15.07,49.84,14.02,48.12,16.56,4.26,46.88,180.08,3049.47
